NumJour;Heure;WE;HBureau;Vacances;HScolaire;NbVehicules
2;19;0;0;0;0;33
2;20;0;0;0;0;23
2;21;0;0;0;0;8
2;22;0;0;0;0;8
2;23;0;0;0;0;6
3;0;0;0;0;0;2
3;1;0;0;0;0;2
3;2;0;0;0;0;1
3;3;0;0;0;0;1
3;4;0;0;0;0;1
3;5;0;0;0;0;3
3;6;0;0;0;0;16
3;7;0;0;0;0;28
3;8;0;1;0;1;50
3;9;0;1;0;0;29
3;10;0;1;0;0;22
3;11;0;1;0;0;25
3;12;0;1;0;0;31
3;13;0;1;0;0;29
3;14;0;1;0;0;25
3;15;0;1;0;0;33
3;16;0;1;0;0;29
3;17;0;1;0;0;27
3;18;0;1;0;1;39
3;19;0;0;0;0;28
3;20;0;0;0;0;19
3;21;0;0;0;0;11
3;22;0;0;0;0;9
3;23;0;0;0;0;5
4;0;0;0;0;0;5
4;1;0;0;0;0;2
4;2;0;0;0;0;0
4;3;0;0;0;0;2
4;4;0;0;0;0;0
4;5;0;0;0;0;3
4;6;0;0;0;0;10
4;7;0;0;0;0;34
4;8;0;1;0;1;59
4;9;0;1;0;0;35
4;10;0;1;0;0;25
4;11;0;1;0;0;185
4;12;0;1;0;0;245
4;13;0;1;0;0;198
4;14;0;1;0;0;22
4;15;0;1;0;0;19
4;16;0;1;0;0;30
4;17;0;1;0;0;27
4;18;0;1;0;1;37
4;19;0;0;0;0;32
4;20;0;0;0;0;23
4;21;0;0;0;0;9
4;22;0;0;0;0;15
4;23;0;0;0;0;7
5;0;0;0;0;0;2
5;1;0;0;0;0;1
5;2;0;0;0;0;9
5;3;0;0;0;0;9
5;4;0;0;0;0;5
5;5;0;0;0;0;3
5;6;0;0;0;0;9
5;7;0;0;0;0;29
5;8;0;1;0;1;45
5;9;0;1;0;0;36
5;10;0;1;0;0;24
5;11;0;1;0;0;27
5;12;0;1;0;0;40
5;13;0;1;0;0;31
5;14;0;1;0;0;31
5;15;0;1;0;0;29
5;16;0;1;0;0;41
5;17;0;1;0;0;37
5;18;0;1;0;1;43
5;19;0;0;0;0;32
5;20;0;0;0;0;19
5;21;0;0;0;0;19
5;22;0;0;0;0;14
5;23;0;0;0;0;11
6;0;1;0;0;0;6
6;1;1;0;0;0;3
6;2;1;0;0;0;3
6;3;1;0;0;0;0
6;4;1;0;0;0;0
6;5;1;0;0;0;4
